Run at: 20260106-115238
Location: lat=39.9522, lng=-75.1932
Radius: 5.0 miles
Coverage: standard
Grid points: 69
Types: doctor, medical_clinic, hospital
Nearby calls: 138
Details calls: 198
Unique places: 198

PlaceID	Name	Address	Phone	Website
ChIJE-lPaM1MwYkR7_IBCw36Wzk	Jefferson Moss-Magee Rehabilitation Hospital – Center City	1513 Race St, Philadelphia, PA 19102, USA	(215) 587-3000	https://www.jeffersonhealth.org/locations/moss-magee-rehabilitation-hospital-center-city?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing
ChIJw0AfPG7IxokRcsg6U5ri1TA	Health Center Six	321 W Girard Ave, Philadelphia, PA 19123, USA	(215) 685-3803	https://www.phila.gov/departments/department-of-public-health/health-centers/city-health-centers/
ChIJGf-1xIHIxokRNKv8sfOuD58	Temple University School of Podiatric Medicine	148 N 8th St, Philadelphia, PA 19107, USA	(215) 777-5800	http://podiatry.temple.edu/
ChIJK4rDvFfJxokR9QYD_cnysis	Kresloff Eye Associates	1055 Haddon Ave, Collingswood, NJ 08108, USA	(856) 854-4242	https://www.kresloffeye.com/?y_source=1_MzAzNjgyNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
ChIJh_FX8h_MxokRzrcSnLS4_WM	New Jersey Imaging Network | Haddon Heights	17 White Horse Pike UNIT 9, Haddon Heights, NJ 08035, USA	(856) 546-1177	https://www.radnet.com/new-jersey-imaging-network/for-patients/request-appointment?utm_source=GMB&utm_medium=NJIN_Haddon_Web&utm_campaign=GMB_NJIN_Haddon
ChIJ4zz5cB_HxokREoZTB7MYADc	Dermatology of Philadelphia / Mohs Surgery Center, LLC	200 N 16th St Suite D, Philadelphia, PA 19102, USA	(215) 315-3197	https://dermofphilly.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-derma-philly
ChIJayo1KwzJxokR-H01HQe90vI	AFC Urgent Care Northern Liberties	180 W Girard Ave, Philadelphia, PA 19123, USA	(267) 319-8047	https://www.afcurgentcare.com/northern-liberties/?utm_source=gmb&utm_medium=organic&utm_campaign=afc-northern-liberties-gbp
ChIJ6wONZ8T6xokR6HKWPeN6pn8	Dermatology LTD	101 Chesley Dr, Media, PA 19063, USA	(610) 566-7111	https://www.dermatologyltd.com/
ChIJ10ezCfPpxokRw9DXRmNaPOA	Children's Dental Health of Springfield	130 S State Rd Suite 300, Springfield, PA 19064, USA	(610) 622-1949	https://childrensdentalhealth.com/book-dental-appointment/#utm_source=ExtNet&utm_medium=organic&utm_campaign=Yext
ChIJMU5LscnBxokRTTem1Qcc0Ak	Eagle Crest Pediatric Dentistry	31 S Eagle Rd, Havertown, PA 19083, USA	(484) 454-3568	http://eaglecrestkids.com/
ChIJX6WGERPqxokRshKbeUq69lw	Broomall Pediatric Dentistry & Orthodontics	1220 West Chester Pike, Havertown, PA 19083, USA	(484) 454-3230	http://www.childrens-dentistry.com/
ChIJMyReQvHBxokRq87tc8eo9ME	Drexel Hill Pediatric Associates: Group Practice	400 S State Rd Suite 210, Springfield, PA 19064, USA	(610) 623-9080	https://www.drexelhillpeds.com/
ChIJJcLCBBPqxokRrbShI4P4KkY	Advocare Broomall Pediatrics	1991 Sproul Rd #40A, Broomall, PA 19008, USA	(610) 325-1400	http://www.advocarebroomallpeds.com/
ChIJA_jqYdHBxokRchGFJ_YCUlU	Jahnle Eye Associates	2010 West Chester Pike #310, Havertown, PA 19083, USA	(610) 446-2260	http://jahnleeye.com/
ChIJ1RWN_9jGxokRq78IfVkErYQ	Spectrum Community Health Center (SCHC)	5201 Haverford Ave, Philadelphia, PA 19139, USA	(267) 930-5412	http://www.spectrumhs.org/?utm_source=google&utm_medium=organic&utm_campaign=1seo_gbp_spectrum_community
ChIJJf7aQdHBxokRUmSxoyntSMw	Kindred Hospital Philadelphia - Havertown	2000 Old West Chester Pike, Havertown, PA 19083, USA	(610) 536-2100	https://www.kindredhospitals.com/locations/pennsylvania/philadelphia-havertown
ChIJIa3wABPqxokR-es1_QsHE3Q	Main Line Health Broomall	1991 Sproul Rd, Broomall, PA 19008, USA	(484) 580-1000	https://www.mainlinehealth.org/locations/main-line-health-center-in-broomall
ChIJld8_EknAxokRQ7CCMM2WTOA	AFC Urgent Care Havertown	115 W Eagle Rd, Havertown, PA 19083, USA	(484) 452-9400	https://www.afcurgentcare.com/havertown/?utm_source=gmb&utm_medium=organic&utm_campaign=afc-havertown-gbp
ChIJyfcTbMnBxokRnb98xmOkgkY	vybe urgent care	1305 West Chester Pike, Havertown, PA 19083, USA	(610) 482-4949	https://www.vybe.care/locations/havertown/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing
ChIJ3Xmr-xTCxokRkrenKxBvR_I	DaVita Waverly Dialysis	407 Baltimore Pike, Morton, PA 19070, USA	(833) 355-2622	https://www.davita.com/locations/pa/morton/407-baltimore-pike--3045
ChIJqVXqYMbAxokRmCIwXdWDw58	Lankenau Medical Center	100 E Lancaster Ave, Penn Wynne, PA 19096, USA	(484) 476-2000	https://www.mainlinehealth.org/locations/lankenau-medical-center
ChIJ8VXy2FXGxokR8uzoxRF2KQk	Penn Cardiovascular Surgery Penn Presbyterian	Heart & Vascular Pavilion, 51 N 39th St 2nd Floor, Philadelphia, PA 19104, USA	(215) 316-5151	https://www.pennmedicine.org/practices/cardiac-surgery-penn-presbyterian?utm_source=location-management&utm_medium=referral&utm_campaign=penn-medicine&utm_term=cardiac-surgery-penn-presbyterian&y_source=1_NDE5ODA0OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
ChIJc_XfAkXHxokRO0Wei3dSsw4	University City Rehabilitation & Healthcare Center	3609 Chestnut St, Philadelphia, PA 19104, USA	(215) 386-2942	https://universitycityrehabhc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=main_button
ChIJq0plULHLxokR6Y7JeLXSA_0	Kremer Eye Center - Cherry Hill	1820 Chapel Ave W #100, Cherry Hill Township, NJ 08002, USA	(888) 376-2133	https://oomc.com/kremer/
ChIJ82cynmnLxokR1SWB-TWnPCQ	South Jersey Radiology Cherry Hill	315 NJ-70 Suite B9, Cherry Hill Township, NJ 08034, USA	(888) 909-7572	https://sjra.com/location/cherry-hill/
ChIJJ7vjgzfIxokRh3vE9T7rTI8	Silvana Cumani DMD & Associates PC	2675 E Cumberland St, Philadelphia, PA 19125, USA	(215) 426-7307	http://www.drcumani.com/
ChIJl1wL0cHLxokRmZB6fryMgw4	Nova Dermatology	455 NJ-70, Cherry Hill Township, NJ 08002, USA	(856) 520-8331	https://novadermnj.com/
ChIJ-yIhmKfLxokRhhRrcLURzhA	Jefferson Cherry Hill Hospital	2201 Chapel Ave W, Cherry Hill Township, NJ 08002, USA	(856) 488-6500	https://www.jeffersonhealth.org/locations/cherry-hill-hospital?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing
ChIJ3ahJUJDAxokRJT4f4zWfDGM	Main Line HealthCare in Wynnewood	306 Lancaster Ave #400, Wynnewood, PA 19096, USA	(484) 476-7200	https://www.mainlinehealth.org/locations/wynnewood-306-east-lancaster-avenue
ChIJbxPT6mnHxokR2VOWCqUblvE	Kearsley Rehabilitation & Nursing Center	2100 N 49th St, Philadelphia, PA 19131, USA	(215) 877-1565	https://kearsleyrehab.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=main_button
ChIJ9yOq3-O3xokRk3XkuzeyQ2Y	Maria de los Santos Health Center	401 W Allegheny Ave, Philadelphia, PA 19133, USA	(215) 291-2500	http://dvch.org/
ChIJoSps4yHIxokRDhLgfbyXg1c	Temple University Hospital - Episcopal Campus	100 E Lehigh Ave, Philadelphia, PA 19125, USA	(800) 836-7536	https://www.templehealth.org/locations/temple-health-episcopal-campus?utm_source=google&utm_medium=organic
ChIJQwyV_fi3xokRM8HY5_KtH8I	Temple University Hospital - Main Campus	3401 N Broad St, Philadelphia, PA 19140, USA	(800) 836-7536	https://www.templehealth.org/locations/temple-university-hospital?utm_source=google&utm_medium=organic
ChIJoSps4yHIxokRqGY9FQu0xIU	Pediatric Dental Associates of Philadelphia - Allegheny Ave	2301 E Allegheny Ave 2nd Floor, Philadelphia, PA 19134, USA	(215) 282-8000	https://pediatricdentalassociates.com/locations/philadelphia-allegheny-ave?utm_source=gmb&utm_medium=organic&utm_campaign=Yext
ChIJjZayi23AxokRzfR_i8114DQ	CHOP Pediatric Primary Care, Haverford	663 W Lancaster Ave, Bryn Mawr, PA 19010, USA	(610) 658-0999	https://www.chop.edu/locations/primary-care-haverford?utm_source=gmb&utm_medium=organic&utm_campaign=network_pc&utm_content=locations_primary_care_haverford_cta_button_consumer_consideration_all
ChIJW1nAM3bAxokRnt5zmtkq2p4	Ringpfeil Advanced Dermatology	569 W Lancaster Ave, Haverford, PA 19041, USA	(610) 525-5250	https://www.ringpfeildermatology.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localsearch
ChIJJcLCBBPqxokRUZKLp_6ScBM	Bryn Mawr Family Practice	135 S Bryn Mawr Ave #200, Bryn Mawr, PA 19010, USA	(610) 325-1390	https://www.mainlinehealth.org/locations/bryn-mawr-family-practice
ChIJrwY0YQrAxokRuhKtbxtaKZY	Bryn Mawr Hospital	130 S Bryn Mawr Ave, Bryn Mawr, PA 19010, USA	(484) 337-3000	https://www.mainlinehealth.org/locations/bryn-mawr-hospital
ChIJE5mUre3BxokRUaw4W_oayYI	PerfeQTion Imaging Haverford	346 W Lancaster Ave, Haverford, PA 19041, USA	(610) 288-5383	https://www.perfeqtionimaging.com/
ChIJqbLkKAXrxokRSu2mqDObojc	Pine View Healthcare & Rehabilitation Center	50 N Malin Rd, Broomall, PA 19008, USA	(610) 356-0800	https://pineviewhc.com/
ChIJD9sqOKW5xokRSCCm8j9KCFs	Nuvia Dental Implant Center	150 Monument Rd #100, Bala Cynwyd, PA 19004, USA	(484) 357-1919	https://www.nuviasmiles.com/locations/dental-implants-philadelphia-pennsylvania?o_source=Organic&o_medium=Website&o_campaign=GMB&o_term=Philadelphia
ChIJbzHRh524xokRv81jnWM4jYI	Penn Medicine Bala Cynwyd	333 E City Ave, 2 Bala Plaza Suite IL-27, Bala Cynwyd, PA 19004, USA	(610) 668-9999	https://www.pennmedicine.org/practices/penn-medicine-bala-cynwyd?utm_source=location-management&utm_medium=referral&utm_campaign=penn-medicine&utm_term=penn-medicine-bala-cynwyd&y_source=1_NDE5ODEyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
ChIJheD2zPm3xokRSbYFX0T2qFQ	Shriners Children's Philadelphia	3551 N Broad St, Philadelphia, PA 19140, USA	(844) 475-4443	https://www.shrinerschildrens.org/en/locations/philadelphia
ChIJmcW0aEWzxokRkhH6grsjmoA	Jefferson Frankford Hospital	4900 Frankford Ave, Philadelphia, PA 19124, USA	(215) 831-2000	https://www.jeffersonhealth.org/locations/frankford-hospital?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing
ChIJZ7lshfW_xokR_Vnj07_p8m0	Rothman Orthopaedics	825 Old Lancaster Rd Suite 100, 140, 200, Bryn Mawr, PA 19010, USA	(800) 321-9999	https://rothmanortho.com/locations/bryn-mawr-new?utm_source=Yext&utm_medium=SearchEngine&y_source=1_MTM3MDc5MjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
ChIJ1xYwiPTrxokRN5gs5YTToyo	Nemours Children's Health, Broomall - Specialty Care	2932 Springfield Rd, Broomall, PA 19008, USA	(800) 416-4441	https://www.nemours.org/locations/pennsylvania-pediatric-specialty-care-broomall.html?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-listing
ChIJayxAuFbHxokR6_C3s2kmxYk	Center City Pediatrics - Bala Cynwyd	19 Rock Hill Rd, Bala Cynwyd, PA 19004, USA	(610) 257-9000	http://centercitypediatrics.com/
ChIJw0-NzQDHxokRBIkSer52bnc	3701 MARKET STREET	3701 Market, 3701 Market St, Philadelphia, PA 19104, USA	(215) 349-5200	https://www.pennmedicine.org/practices/internal-medicine-university-city
ChIJxWdwf8W4xokR1CyMbO7xK14	CHOP Pediatric Primary Care, Roxborough	5003 Umbria St, Philadelphia, PA 19128, USA	(215) 483-3444	https://www.chop.edu/locations/primary-care-roxborough?utm_source=gmb&utm_medium=organic&utm_campaign=network_pc&utm_content=locations_primary_care_roxborough_cta_button_consumer_consideration_all
ChIJtUBIt_O4xokRe-BMzHTyykM	Roxborough Memorial Hospital | Philadelphia	5800 Ridge Ave, Philadelphia, PA 19128, USA	(215) 483-9900	https://roxboroughmemorial.com/
ChIJ1S-ewe-5xokRguK-JF07IKE	AFC Urgent Care Roxborough	5708 Ridge Ave Unit B, Philadelphia, PA 19128, USA	(267) 440-7779	https://www.afcurgentcare.com/roxborough/?utm_source=gmb&utm_medium=organic&utm_campaign=afc-roxborough
ChIJCaZBrIK3xokRJoz23f-_U30	Jefferson Einstein Philadelphia Hospital	5501 Old York Rd, Philadelphia, PA 19141, USA	(215) 456-7890	https://www.jeffersonhealth.org/locations/jefferson-einstein-hospital?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing
ChIJjzx04YS2xokR8ckU8lMCdVs	Pediatric Dental Associates of Northeast Philadelphia	6595C Roosevelt Blvd, Philadelphia, PA 19149, USA	(215) 743-3700	https://pediatricdentalassociates.com/locations/northeast-philadelphia?utm_source=gmb&utm_medium=organic&utm_campaign=Yext
ChIJCX7x4m7IxokRw1OePy7x4sE	Trend Eye Care	180 W Girard Ave #5, Philadelphia, PA 19123, USA	(215) 554-6222	http://trendeyecare.com/
ChIJ39UbPgC3xokRwxfb-j58Yz4	Temple hospital	3401 N Broad St, Philadelphia, PA 19140, USA		
ChIJY2XeyPm3xokREMhcAZRg4nE	Temple University Hospital - Boyer Pavilion	3509 N Broad St, Philadelphia, PA 19140, USA	(800) 836-7536	https://www.templehealth.org/
ChIJgx1FKUKVxokRQ0EkbwDxbro	Penn Radiology Radnor	145 King of Prussia Road, South Floor 3, Suite 306, Radnor, PA 19087, USA	(610) 902-1800	https://www.pennmedicine.org/practices/radiology-radnor?utm_source=location-management&utm_medium=referral&utm_campaign=penn-medicine&utm_term=radiology-radnor&y_source=1_NDE5ODIwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
ChIJ91GkvgrAxokRySNuxdgkQ3s	Bryn Mawr Dermatology	775 E Lancaster Ave #200, Villanova, PA 19085, USA	(484) 202-3344	https://www.brynmawrdermatology.com/location/bryn-mawr-dermatology-villanova-pa/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing
ChIJfVBEZsbAxokRSTgd-XxRTGo	Nemours Children's Health, Radnor - Primary Care	789 E Lancaster Ave Suite 10, Villanova, PA 19085, USA	(484) 381-4010	https://www.nemours.org/locations/pennsylvania-primary-care-pediatrician-radnor.html?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-listing
ChIJ8S5bRZu4xokRzvXarYFs9mw	Ophthalmic Partners	100 Presidential Blvd #200, Bala Cynwyd, PA 19004, USA	(484) 434-2700	http://www.oppdoctors.com/
ChIJTQl7-jrHxokRCNTM4sRUKEU	vybe urgent care	4190 City Ave Suite 101, Philadelphia, PA 19131, USA	(215) 857-5300	https://www.vybe.care/locations/pcom/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing
ChIJWyZeRO64xokRuBHe-QG2XSA	vybe urgent care	6060 Ridge Ave #100, Philadelphia, PA 19128, USA	(215) 999-6060	https://www.vybe.care/locations/roxborough/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing
ChIJERAs0XG3xokRVesR4DR1kPo	The Eye Institute - Salus University	1200 W Godfrey Ave #3100, Philadelphia, PA 19141, USA	(215) 276-6000	https://www.salus.edu/life/facilities/the-eye-institute.html
ChIJYzGdiPHHxokRPD-5h0f8Xnc	vybe urgent care	1500 Spring Garden St Ste R105, Philadelphia, PA 19130, USA	(267) 768-8288	https://www.vybe.care/locations/spring-garden/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing
ChIJKYj44SfGxokRJv408P-gqf0	Jefferson Outpatient Imaging – Center City	850 Walnut St Ground Floor, Philadelphia, PA 19107, USA	(215) 503-4900	https://www.jeffersonhealth.org/locations/joi-outpatient-imaging-center-city
ChIJT6Yx3t24xokREk1IF776yyY	Doc Bresler's Cavity Busters	6801 Ridge Ave, Philadelphia, PA 19128, USA	(215) 483-6633	https://www.cavitybusters.com/
ChIJKSPWQXC5xokRjxcwjiwUIRQ	Aspen Dental - Philadelphia, PA (Andorra)	701 E Cathedral Rd Unit 43, Philadelphia, PA 19128, USA	(267) 748-2090	https://www.aspendental.com/dentist/pa/philadelphia/701-e-cathedral-rd-ste-43?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Philadelphia,PA-Philadelphia_PA-4231&utm_content=listing
ChIJvfAlo5LHxokR63eV2NHPdjM	Strawberry Mansion Health Center	2840 W Dauphin St, Philadelphia, PA 19132, USA	(215) 685-2401	https://opa-fpclinicdb.hhs.gov/site/philadelphia-department-public-health-strawberry-mansion-health-center
ChIJz6cHYJ65xokRvAtQLzkCp5o	CHOP Pediatric Primary Care, Chestnut Hill	7700 Germantown Ave, Philadelphia, PA 19118, USA	(215) 247-1172	https://www.chop.edu/locations/primary-care-chestnut-hill?utm_source=gmb&utm_medium=organic&utm_campaign=network_pc&utm_content=locations_primary_care_chestnut_hill_cta_button_consumer_consideration_all
ChIJATFVIDWxxokRpfM94fdupnk	Jeanes Campus – Temple University Hospital	7600 Central Ave, Philadelphia, PA 19111, USA	(800) 836-7536	https://www.templehealth.org/locations/jeanes-campus-tuh?utm_source=google&utm_medium=organic
ChIJU5_L8CqxxokReVnWZDrU_xs	Moss-Magee Rehabilitation	60 Township Line Rd Room 410C, Elkins Park, PA 19027, USA	(215) 663-6000	https://www.jeffersonhealth.org/clinical-specialties/rehabilitation-medicine
ChIJxwJuvGHHxokRKZWNdOtcR0M	Kellyn Hodges Orthodontics	1 Belmont Ave UNIT 414, Bala Cynwyd, PA 19004, USA	(610) 549-1302	https://www.hodgesortho.com/locations/bala-cynwyd-office/
ChIJC1daO2LHxokRtonxFz-D7sc	PCOM OMM	4190 City Ave Ste 330, Philadelphia, PA 19131, USA	(215) 871-6425	https://pcomhealth.org/omm/?utm_source=gmblocal&utm_medium=organic&utm_campaign=local&utm_content=omm
ChIJu1C-oHC5xokR3UglDStXAYE	Chestnut Hill Allergy & Asthma Associates, LLC	8200 Flourtown Ave #4, Wyndmoor, PA 19038, USA	(215) 247-2292	http://www.philadelphia-allergy.com/
ChIJq6p6CfW-xokR-1i6ivJdbPM	ExtremityCare	555 E North Ln Ste. 5000, Bldg D, Conshohocken, PA 19428, USA	(888) 694-6694	https://www.extremitycare.com/
ChIJ192sNnu5xokRudRplHmsjxw	Chestnut Hill Hospital	8835 Germantown Ave, Philadelphia, PA 19118, USA	(215) 248-8200	https://www.templehealth.org/locations/chestnut-hill-hospital
ChIJC1daO2LHxokRLcO9HxZtAtk	Hassman Family Medicine Center	4190 City Ave STE 100, Philadelphia, PA 19131, USA	(215) 871-6380	https://pcomhealth.org/family-medicine/?utm_source=gmblocal&utm_medium=organic&utm_campaign=local
ChIJg5th0q7BxokRYqK-gHnVWVU	Modern Family Medicine Main Line - Dr. David M Ho, MD	1030 E Lancaster Ave l1, Bryn Mawr, PA 19010, USA	(484) 222-6222	https://modernfamilymedicinemainline.com/
ChIJ62x1tbm7xokRCQW5UwLcRNc	CHOP Pediatric Primary Care, Flourtown	821 Bethlehem Pike, Erdenheim, PA 19038, USA	(215) 836-1700	https://www.chop.edu/locations/primary-care-flourtown?utm_source=gmb&utm_medium=organic&utm_campaign=network_pc&utm_content=locations_primary_care_flourtown_cta_button_consumer_consideration_all
ChIJkZKSrt_HxokRz6c_rH7Mfr4	Trend Eye Care 2	1501 N Broad St #7, Philadelphia, PA 19122, USA	(215) 866-1742	http://trendeyecare.com/
ChIJoUm_83C5xokRY1KXV7xCY4k	AFC Urgent Care Cheltenham	2401 W Cheltenham Ave, Wyncote, PA 19095, USA	(215) 935-6777	https://www.afcurgentcare.com/cheltenham/?utm_source=gmb&utm_medium=organic&utm_campaign=afc-cheltenham-gbp
ChIJQ4M8n4K3xokRQULdeMfmO5c	Einstein Healthcare Network	5501 Old York Rd, Philadelphia, PA 19141, USA	(800) 346-7834	http://www.einstein.edu/
ChIJhWpkCOa2xokRTFb-1pdCOoo	Kindred Hospital Philadelphia	6129 Palmetto St, Philadelphia, PA 19111, USA	(215) 722-8555	https://www.kindredhospitals.com/locations/pennsylvania/philadelphia
ChIJjfeAIfu3xokRn5vtwuzYIJc	Harbison Eye Care	5597 Tulip St B8, Philadelphia, PA 19124, USA	(267) 360-6944	http://harbisoneyecare.com/
ChIJAQAAwC3GxokRLorlJ-bwPFU	Temple University Hospital - Northeastern Campus	2301 E Allegheny Ave, Philadelphia, PA 19134, USA	(800) 836-7536	https://www.templehealth.org/locations/temple-health-northeastern-campus?utm_source=google&utm_medium=organic
ChIJU5_L8CqxxokRU6Txwkdx-ZE	Einstein Medical Center Elkins Park	60 Township Line Rd, Elkins Park, PA 19027, USA	(215) 663-6000	https://www.einstein.edu/einstein-medical-center-elkins-park
